Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","160923.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","031","Azerbaïdjan","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","165818.21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","261746","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","259690.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","3956","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","3911.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","6614","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","6510.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","112030.05","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","111124.67","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","7564.26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","7298.13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","8330.39","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","044","Bahamas","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","8323.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","1597964.48","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","25627.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","45447.16","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","459913.51","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","29705.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","048","Bahreïn","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","33398.2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","146300184","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","144888646.13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","2856381","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","2847169.75","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1616991","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1646825.36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","7580247.56","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","7603318.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","754853","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","759769.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","412347.63","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","408634.57","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","234682","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","240407.91","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","3948","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","4065.51","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","4629","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","4464.33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","74288.65","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","72850.67","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","5422.37","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","5257.16","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","5100.63","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","5140.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","8408434","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","8057788.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","137361","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","141808.94","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","245073","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","224908.01","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","2852602.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","3411135.08","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","173604.72","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","206135.2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","208094.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","239492.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","10943321","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","10483154.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","172725","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","169246.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","291817","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","289164.56","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","4874929.54","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","5671980.4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","238330.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","265050.07","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","393080.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","456117.54","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","297187","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","291586.2","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","5662","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","5217.91","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","5974","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","6159.9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","84803.24","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","103364.63","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","4404.38","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","4861.23","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","6444.75","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","8275.64","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","11042687","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","11550395.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","212687","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","204","Bénin","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","238768.16","E","Valeur estimée"
